iso3,m49_code,region_country_area,year,series,value,footnotes,source
AND,20,Andorra,2025,Life expectancy at birth for females (years),86.4,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
AGO,24,Angola,2010,Population annual rate of increase (percent),3.9,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
AGO,24,Angola,2010,Total fertility rate (children per women),6.2,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
AGO,24,Angola,2010,"Under five mortality rate for both sexes (per 1,000 live births)",119.5,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
AGO,24,Angola,2010,"Maternal mortality ratio (deaths per 100,000 population)",367,Estimate.,"World Health Organization (WHO), the United Nations Children's Fund (UNICEF), the United Nations Population Fund (UNFPA), the World Bank and the United Nations Population Division, ""Trends in Maternal Mortality 2000 - 2020."""
AGO,24,Angola,2010,Life expectancy at birth for both sexes (years),57.2,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
AGO,24,Angola,2010,Life expectancy at birth for males (years),55.3,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
AGO,24,Angola,2010,Life expectancy at birth for females (years),59.2,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
AGO,24,Angola,2015,Population annual rate of increase (percent),3.6,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
AGO,24,Angola,2015,Total fertility rate (children per women),5.8,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
AGO,24,Angola,2015,"Under five mortality rate for both sexes (per 1,000 live births)",88.6,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
AGO,24,Angola,2015,"Maternal mortality ratio (deaths per 100,000 population)",274,Estimate.,"World Health Organization (WHO), the United Nations Children's Fund (UNICEF), the United Nations Population Fund (UNFPA), the World Bank and the United Nations Population Division, ""Trends in Maternal Mortality 2000 - 2020."""
AGO,24,Angola,2015,Life expectancy at birth for both sexes (years),61,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
AGO,24,Angola,2015,Life expectancy at birth for males (years),58.7,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
AGO,24,Angola,2015,Life expectancy at birth for females (years),63.4,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
AGO,24,Angola,2020,Population annual rate of increase (percent),3.2,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
AGO,24,Angola,2020,Total fertility rate (children per women),5.4,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
AGO,24,Angola,2020,"Under five mortality rate for both sexes (per 1,000 live births)",71.6,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
AGO,24,Angola,2020,"Maternal mortality ratio (deaths per 100,000 population)",222,Estimate.,"World Health Organization (WHO), the United Nations Children's Fund (UNICEF), the United Nations Population Fund (UNFPA), the World Bank and the United Nations Population Division, ""Trends in Maternal Mortality 2000 - 2020."""
AGO,24,Angola,2020,Life expectancy at birth for both sexes (years),63.1,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
AGO,24,Angola,2020,Life expectancy at birth for males (years),60.5,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
AGO,24,Angola,2020,Life expectancy at birth for females (years),65.8,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
AGO,24,Angola,2025,Population annual rate of increase (percent),3,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
AGO,24,Angola,2025,Total fertility rate (children per women),5,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
AGO,24,Angola,2025,"Under five mortality rate for both sexes (per 1,000 live births)",61.9,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
AGO,24,Angola,2025,Life expectancy at birth for both sexes (years),65,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
